Proxy,TAM_median,TAM_mean,SC_median,SC_mean,Ratio
Ca/Ti,2.4151116199198626,4.868804875446016,0.7919714237115155,2.2102791113651032,3.0494933877811152
Fe/Ti,15.679297313859667,16.54413448343541,20.16006846667771,20.487842230491466,0.7777402809804815
Mn/Ti,0.21366459627329193,0.3480914474530327,0.30726804755484743,0.39427737102902016,0.6953687439145547
