Proxy,TAM_median,TAM_mean,SC_median,SC_mean,Ratio
Ca/Ti,2.65171122481165,4.746620572637732,0.7919714237115155,2.2102791113651032,3.348241041810071
Fe/Ti,25.506987826063074,34.96038768688748,20.16006846667771,20.487842230491466,1.2652232738308014
Mn/Ti,0.0988392233352676,0.16762878864502878,0.30726804755484743,0.39427737102902016,0.32167101044772567
